Identificador_Dirección,Número_de_Distrito,same_as_wikidata_Número_de_Distrito,Calle,same_as_wikidata_Calle,Tipo de Vía
750165581,13,https://wikidata.org/entity/Q175129,rue des Cadets-de-la-France-Libre,https://wikidata.org/entity/Q3451708,street
750099710,14,https://wikidata.org/entity/Q187153,rue des Camélias,https://wikidata.org/entity/Q17353203,street
750026591,6,https://wikidata.org/entity/Q245546,rue des Canettes,https://wikidata.org/entity/Q3451712,street
750153412,2,https://wikidata.org/entity/Q209549,rue des Capucines,https://wikidata.org/entity/Q2420604,street
750022355,5,https://wikidata.org/entity/Q238723,rue des Carmes,https://wikidata.org/entity/Q3451725,street
750164236,19,https://wikidata.org/entity/Q204622,rue des Carrières-d'Amérique,https://wikidata.org/entity/Q3451729,street
750022835,5,https://wikidata.org/entity/Q238723,rue Descartes,https://wikidata.org/entity/Q3447667,street
750164836,20,https://wikidata.org/entity/Q210720,rue des Cascades,https://wikidata.org/entity/Q3451727,street
750087340,20,https://wikidata.org/entity/Q210720,rue des Cendriers,https://wikidata.org/entity/Q3451731,street
750142386,15,https://wikidata.org/entity/Q191066,rue des Cévennes,https://wikidata.org/entity/Q3451775,street
750162234,5,https://wikidata.org/entity/Q238723,rue des Chantiers,https://wikidata.org/entity/Q3451734,street
750009954,4,https://wikidata.org/entity/Q230127,rue des Chantres,https://wikidata.org/entity/Q3451736,street
750026666,6,https://wikidata.org/entity/Q245546,rue des Chartreux,https://wikidata.org/entity/Q3451742,street
750014466,19,https://wikidata.org/entity/Q204622,rue des Chaufourniers,https://wikidata.org/entity/Q3451746,street
750014524,19,https://wikidata.org/entity/Q204622,rue des Cheminets,https://wikidata.org/entity/Q3451747,street
750182774,18,https://wikidata.org/entity/Q200126,Rue des Cheminots,https://wikidata.org/entity/Q86682264,street
750156387,4,https://wikidata.org/entity/Q230127,rue Schomberg,https://wikidata.org/entity/Q3450039,street
750141632,13,https://wikidata.org/entity/Q175129,rue des Cinq-Diamants,https://wikidata.org/entity/Q3451750,street
750026823,6,https://wikidata.org/entity/Q245546,rue des Ciseaux,https://wikidata.org/entity/Q3451751,street
750077725,18,https://wikidata.org/entity/Q200126,Rue des Cloÿs,https://wikidata.org/entity/Q3451754,street
750132994,17,https://wikidata.org/entity/Q197297,rue des Colonels-Renard,https://wikidata.org/entity/Q3451755,street
750003924,2,https://wikidata.org/entity/Q209549,rue des Colonnes,https://wikidata.org/entity/Q3451756,street
750178556,12,https://wikidata.org/entity/Q171689,rue des Colonnes-du-Trône,https://wikidata.org/entity/Q3451758,street
750133591,17,https://wikidata.org/entity/Q197297,rue Descombes,https://wikidata.org/entity/Q3447669,street
750068470,13,https://wikidata.org/entity/Q175129,rue des Cordelières,https://wikidata.org/entity/Q3451763,street
750144404,12,https://wikidata.org/entity/Q171689,rue Descos,https://wikidata.org/entity/Q3447670,street
750077820,18,https://wikidata.org/entity/Q200126,rue des Cottages,https://wikidata.org/entity/Q3451767,street
750087901,20,https://wikidata.org/entity/Q210720,rue des Couronnes,https://wikidata.org/entity/Q3451768,street
750006971,3,https://wikidata.org/entity/Q223140,rue des Coutures-Saint-Gervais,https://wikidata.org/entity/Q3451770,street
750133284,17,https://wikidata.org/entity/Q197297,rue des Dames,https://wikidata.org/entity/Q3451776,street
750133362,17,https://wikidata.org/entity/Q197297,rue des Dardanelles,https://wikidata.org/entity/Q3451777,street
750000626,1,https://wikidata.org/entity/Q161741,rue des Déchargeurs,https://wikidata.org/entity/Q3451798,street
750004029,2,https://wikidata.org/entity/Q209549,rue des Degrés,https://wikidata.org/entity/Q3451781,street
750068949,13,https://wikidata.org/entity/Q175129,rue des Deux-Avenues,https://wikidata.org/entity/Q3451779,street
750000641,1,https://wikidata.org/entity/Q161741,Rue des Deux-Boules,https://wikidata.org/entity/Q3451783,street
750046353,10,https://wikidata.org/entity/Q163948,rue des Deux-Gares,https://wikidata.org/entity/Q3451785,street
750010110,4,https://wikidata.org/entity/Q230127,rue des Deux-Ponts,https://wikidata.org/entity/Q3451788,street
750184003,20,https://wikidata.org/entity/Q210720,rue des Docteurs-Déjérine,https://wikidata.org/entity/Q3451793,street
750015493,19,https://wikidata.org/entity/Q204622,rue des Dunes,https://wikidata.org/entity/Q3451797,street
750121807,16,https://wikidata.org/entity/Q194420,rue des Eaux,https://wikidata.org/entity/Q3451800,street
750046522,10,https://wikidata.org/entity/Q163948,rue des Écluses-Saint-Martin,https://wikidata.org/entity/Q3452099,street
750022936,5,https://wikidata.org/entity/Q238723,rue des Écoles,https://wikidata.org/entity/Q3452102,street
750010138,4,https://wikidata.org/entity/Q230127,rue des Écouffes,https://wikidata.org/entity/Q3452105,street
750029474,6,https://wikidata.org/entity/Q245546,rue de Seine,https://wikidata.org/entity/Q2384721,street
750139274,17,https://wikidata.org/entity/Q197297,rue de Senlis,https://wikidata.org/entity/Q3451044,street
750111071,15,https://wikidata.org/entity/Q191066,rue des Entrepreneurs,https://wikidata.org/entity/Q3451803,street
750141514,20,https://wikidata.org/entity/Q210720,rue des Envierges,https://wikidata.org/entity/Q3451805,street
750134017,17,https://wikidata.org/entity/Q197297,rue des Épinettes,https://wikidata.org/entity/Q3452107,street
750012075,4,https://wikidata.org/entity/Q230127,rue de Sévigné,https://wikidata.org/entity/Q3451069,street
750029585,6,https://wikidata.org/entity/Q245546,rue de Sèvres,https://wikidata.org/entity/Q3451068,street
750044152,9,https://wikidata.org/entity/Q275118,rue de Sèze,https://wikidata.org/entity/Q3451070,street
750111465,15,https://wikidata.org/entity/Q191066,rue des Favorites,https://wikidata.org/entity/Q3451806,street
750128971,16,https://wikidata.org/entity/Q194420,rue de Sfax,https://wikidata.org/entity/Q3451042,street
750134184,17,https://wikidata.org/entity/Q197297,rue des Fermiers,https://wikidata.org/entity/Q3451808,street
750150013,19,https://wikidata.org/entity/Q204622,rue des Fêtes,https://wikidata.org/entity/Q3451832,street
750023133,5,https://wikidata.org/entity/Q238723,rue des Feuillantines,https://wikidata.org/entity/Q3451810,street
750007116,3,https://wikidata.org/entity/Q223140,Rue des Filles-du-Calvaire,https://wikidata.org/entity/Q3451811,street
750004152,2,https://wikidata.org/entity/Q209549,rue des Filles-Saint-Thomas,https://wikidata.org/entity/Q3451809,street
750079133,18,https://wikidata.org/entity/Q200126,rue des Fillettes,https://wikidata.org/entity/Q3451812,street
750061079,12,https://wikidata.org/entity/Q171689,rue des Fonds-Verts,https://wikidata.org/entity/Q3451817,street
750007145,3,https://wikidata.org/entity/Q223140,rue des Fontaines-du-Temple,https://wikidata.org/entity/Q3451818,street
750004163,2,https://wikidata.org/entity/Q209549,rue des Forges,https://wikidata.org/entity/Q3451819,street
750023178,5,https://wikidata.org/entity/Q238723,rue des Fossés-Saint-Bernard,https://wikidata.org/entity/Q3451820,street
750023218,5,https://wikidata.org/entity/Q238723,rue des Fossés-Saint-Jacques,https://wikidata.org/entity/Q3451821,street
750023233,5,https://wikidata.org/entity/Q238723,rue des Fossés-Saint-Marcel,https://wikidata.org/entity/Q3451822,street
750089114,20,https://wikidata.org/entity/Q210720,rue des Fougères,https://wikidata.org/entity/Q3451823,street
750007185,3,https://wikidata.org/entity/Q223140,rue des Francs-Bourgeois,https://wikidata.org/entity/Q3451827,street
750069772,13,https://wikidata.org/entity/Q175129,rue des Frères-d'Astier-de-La-Vigerie,https://wikidata.org/entity/Q3451831,street
750089171,20,https://wikidata.org/entity/Q210720,rue des Frères-Flavien,https://wikidata.org/entity/Q3451828,street
750163384,15,https://wikidata.org/entity/Q191066,rue des Frères-Morane,https://wikidata.org/entity/Q3451830,street
750122802,16,https://wikidata.org/entity/Q194420,rue des Frères-Périer,https://wikidata.org/entity/Q3451829,street
750161409,13,https://wikidata.org/entity/Q175129,rue des Frigos,https://wikidata.org/entity/Q3451825,street
750079396,18,https://wikidata.org/entity/Q200126,rue des Gardes,https://wikidata.org/entity/Q3451833,street
750089514,20,https://wikidata.org/entity/Q210720,rue des Gâtines,https://wikidata.org/entity/Q3451851,street
750031162,7,https://wikidata.org/entity/Q259463,rue Desgenettes,https://wikidata.org/entity/Q3447672,street
750155581,20,https://wikidata.org/entity/Q210720,rue des Glaïeuls,https://wikidata.org/entity/Q3451835,street
750070076,13,https://wikidata.org/entity/Q175129,rue des Glycines,https://wikidata.org/entity/Q3451837,street
750070141,13,https://wikidata.org/entity/Q175129,rue des Gobelins,https://wikidata.org/entity/Q3451838,street
750052790,11,https://wikidata.org/entity/Q169293,rue des Goncourt,https://wikidata.org/entity/Q3451839,street
750027412,6,https://wikidata.org/entity/Q245546,rue des Grands-Augustins,https://wikidata.org/entity/Q3451841,street
750089691,20,https://wikidata.org/entity/Q210720,rue des Grands-Champs,https://wikidata.org/entity/Q3451840,street
750023516,5,https://wikidata.org/entity/Q238723,rue des Grands-Degrés,https://wikidata.org/entity/Q3451843,street
750158735,13,https://wikidata.org/entity/Q175129,rue des Grands-Moulins,https://wikidata.org/entity/Q3451847,street
750007313,3,https://wikidata.org/entity/Q223140,rue des Gravilliers,https://wikidata.org/entity/Q3451846,street
750010435,4,https://wikidata.org/entity/Q230127,rue des Guillemites,https://wikidata.org/entity/Q3451852,street
750156719,20,https://wikidata.org/entity/Q210720,rue des Haies,https://wikidata.org/entity/Q3451853,street
750150713,1,https://wikidata.org/entity/Q161741,Rue des Halles,https://wikidata.org/entity/Q3451857,street
750007359,3,https://wikidata.org/entity/Q223140,rue des Haudriettes,https://wikidata.org/entity/Q3451858,street
750070244,13,https://wikidata.org/entity/Q175129,rue des Hautes-Formes,https://wikidata.org/entity/Q3451859,street
750010516,4,https://wikidata.org/entity/Q230127,rue des Hospitalières-Saint-Gervais,https://wikidata.org/entity/Q3451861,street
750128983,16,https://wikidata.org/entity/Q194420,rue de Siam,https://wikidata.org/entity/Q3451046,street
750052937,11,https://wikidata.org/entity/Q169293,rue des Immeubles-Industriels,https://wikidata.org/entity/Q3451865,street
750000888,1,https://wikidata.org/entity/Q161741,Rue des Innocents,https://wikidata.org/entity/Q3451867,street
750088267,20,https://wikidata.org/entity/Q210720,Rue Désirée,https://wikidata.org/entity/Q3447772,street
750078302,18,https://wikidata.org/entity/Q200126,rue Désiré-Ruggieri,https://wikidata.org/entity/Q3447768,street
750173080,13,https://wikidata.org/entity/Q175129,rue des Iris,https://wikidata.org/entity/Q3451870,street
750023736,5,https://wikidata.org/entity/Q238723,rue des Irlandais,https://wikidata.org/entity/Q3451871,street
750079867,18,https://wikidata.org/entity/Q200126,rue des Islettes,https://wikidata.org/entity/Q3451872,street
750180950,9,https://wikidata.org/entity/Q275118,rue des Italiens,https://wikidata.org/entity/Q3451873,street
750061653,12,https://wikidata.org/entity/Q171689,rue des Jardiniers,https://wikidata.org/entity/Q3451875,street
750010631,4,https://wikidata.org/entity/Q230127,rue des Jardins-Saint-Paul,https://wikidata.org/entity/Q3451879,street
750004350,2,https://wikidata.org/entity/Q209549,rue des Jeûneurs,https://wikidata.org/entity/Q3451880,street
750102374,14,https://wikidata.org/entity/Q187153,rue des Jonquilles,https://wikidata.org/entity/Q3451883,street
750010726,4,https://wikidata.org/entity/Q230127,rue des Juges-Consuls,https://wikidata.org/entity/Q3451882,street
750001058,1,https://wikidata.org/entity/Q161741,Rue des Lavandières-Sainte-Opportune,https://wikidata.org/entity/Q3451887,street
750017683,19,https://wikidata.org/entity/Q204622,rue des Lilas,https://wikidata.org/entity/Q3451888,street
750010801,4,https://wikidata.org/entity/Q230127,rue des Lions-Saint-Paul,https://wikidata.org/entity/Q3451889,street
750071554,13,https://wikidata.org/entity/Q175129,rue des Liserons,https://wikidata.org/entity/Q3451890,street
750010821,4,https://wikidata.org/entity/Q230127,rue des Lombards,https://wikidata.org/entity/Q3451893,street
750141915,13,https://wikidata.org/entity/Q175129,rue des Longues-Raies,https://wikidata.org/entity/Q3451892,street
750165035,20,https://wikidata.org/entity/Q210720,rue des Lyanes,https://wikidata.org/entity/Q3451894,street
750024143,5,https://wikidata.org/entity/Q238723,rue des Lyonnais,https://wikidata.org/entity/Q3451897,street
750152703,12,https://wikidata.org/entity/Q171689,Rue des Mâconnais,https://wikidata.org/entity/Q3451929,street
750150729,13,https://wikidata.org/entity/Q175129,rue des Malmaisons,https://wikidata.org/entity/Q3451895,street
750091459,20,https://wikidata.org/entity/Q210720,rue des Maraîchers,https://wikidata.org/entity/Q3451899,street
750171319,19,https://wikidata.org/entity/Q204622,rue des Marchais,https://wikidata.org/entity/Q3451900,street
750062204,12,https://wikidata.org/entity/Q171689,rue des Marguettes,https://wikidata.org/entity/Q3451901,street
750103235,14,https://wikidata.org/entity/Q187153,rue des Mariniers,https://wikidata.org/entity/Q3451902,street
750160601,13,https://wikidata.org/entity/Q175129,rue des Marmousets,https://wikidata.org/entity/Q3451903,street
750091629,20,https://wikidata.org/entity/Q210720,rue des Maronites,https://wikidata.org/entity/Q2424665,street
750161725,16,https://wikidata.org/entity/Q194420,rue des Marronniers,https://wikidata.org/entity/Q3451904,street
750042821,9,https://wikidata.org/entity/Q275118,Rue des Martyrs,https://wikidata.org/entity/Q479113,street
750037841,8,https://wikidata.org/entity/Q270230,rue des Mathurins,https://wikidata.org/entity/Q3451910,street
750010899,4,https://wikidata.org/entity/Q230127,rue des Mauvais-Garçons,https://wikidata.org/entity/Q3451908,street
750048571,10,https://wikidata.org/entity/Q163948,rue des Messageries,https://wikidata.org/entity/Q3451911,street
750062378,12,https://wikidata.org/entity/Q171689,rue des Meuniers,https://wikidata.org/entity/Q3451914,street
750018744,19,https://wikidata.org/entity/Q204622,rue des Mignottes,https://wikidata.org/entity/Q3451913,street
750007546,3,https://wikidata.org/entity/Q223140,rue des Minimes,https://wikidata.org/entity/Q3451919,street
750137004,17,https://wikidata.org/entity/Q197297,rue des Moines,https://wikidata.org/entity/Q3451922,street
750092058,20,https://wikidata.org/entity/Q210720,rue des Montibœufs,https://wikidata.org/entity/Q3451921,street
750164051,15,https://wikidata.org/entity/Q191066,rue des Morillons,https://wikidata.org/entity/Q3451923,street
750001597,1,https://wikidata.org/entity/Q161741,rue des Moulins,https://wikidata.org/entity/Q3451926,street
750092306,20,https://wikidata.org/entity/Q210720,rue des Mûriers,https://wikidata.org/entity/Q3451932,street
750359903,11,https://wikidata.org/entity/Q169293,rue des Nanettes,https://wikidata.org/entity/Q3451931,street
750010997,4,https://wikidata.org/entity/Q230127,rue des Nonnains-d'Hyères,https://wikidata.org/entity/Q3451933,street
750110218,15,https://wikidata.org/entity/Q191066,rue Desnouettes,https://wikidata.org/entity/Q3447673,street
750084843,18,https://wikidata.org/entity/Q200126,rue de Sofia,https://wikidata.org/entity/Q3451051,street
750007748,3,https://wikidata.org/entity/Q223140,rue des Oiseaux,https://wikidata.org/entity/Q3451937,street
750020875,19,https://wikidata.org/entity/Q204622,rue de Soissons,https://wikidata.org/entity/Q3451052,street
750033633,7,https://wikidata.org/entity/Q259463,rue de Solférino,https://wikidata.org/entity/Q3451056,street
750129090,16,https://wikidata.org/entity/Q194420,rue de Sontay,https://wikidata.org/entity/Q3451053,street
750072507,13,https://wikidata.org/entity/Q175129,rue des Orchidées,https://wikidata.org/entity/Q3451938,street
750164113,1,https://wikidata.org/entity/Q161741,Rue des Orfèvres,https://wikidata.org/entity/Q3451939,street
750092600,20,https://wikidata.org/entity/Q210720,rue des Ormeaux,https://wikidata.org/entity/Q3451940,street
750092726,20,https://wikidata.org/entity/Q210720,rue des Orteaux,https://wikidata.org/entity/Q3451942,street
750005132,2,https://wikidata.org/entity/Q209549,rue des Panoramas,https://wikidata.org/entity/Q3451945,street
750147073,20,https://wikidata.org/entity/Q210720,rue des Panoyaux,https://wikidata.org/entity/Q3451946,street
750092945,20,https://wikidata.org/entity/Q210720,rue des Partants,https://wikidata.org/entity/Q3451949,street
750024717,5,https://wikidata.org/entity/Q238723,rue des Patriarches,https://wikidata.org/entity/Q3451950,street
750127140,16,https://wikidata.org/entity/Q194420,rue des Pâtures,https://wikidata.org/entity/Q3452001,street
750169101,20,https://wikidata.org/entity/Q210720,rue des Pavillons,https://wikidata.org/entity/Q3451951,street
750155146,16,https://wikidata.org/entity/Q194420,rue des Perchamps,https://wikidata.org/entity/Q3451959,street
750162207,15,https://wikidata.org/entity/Q191066,rue des Périchaux,https://wikidata.org/entity/Q3452002,street
750151765,10,https://wikidata.org/entity/Q163948,rue des Petites-Écuries,https://wikidata.org/entity/Q2401216,street
750005168,2,https://wikidata.org/entity/Q209549,rue des Petits-Carreaux,https://wikidata.org/entity/Q3451960,street
750001721,1,https://wikidata.org/entity/Q161741,rue des Petits-Champs,https://wikidata.org/entity/Q3451961,street
750048861,10,https://wikidata.org/entity/Q163948,rue des Petits-Hôtels,https://wikidata.org/entity/Q3451962,street
750005232,2,https://wikidata.org/entity/Q209549,rue des Petits-Pères,https://wikidata.org/entity/Q3451963,street
750072944,13,https://wikidata.org/entity/Q175129,rue des Peupliers,https://wikidata.org/entity/Q3451964,street
750065457,12,https://wikidata.org/entity/Q171689,Rue des Pirogues-de-Bercy,https://wikidata.org/entity/Q3451969,street
750104603,14,https://wikidata.org/entity/Q187153,rue des Plantes,https://wikidata.org/entity/Q3451972,street
750093793,20,https://wikidata.org/entity/Q210720,rue des Plâtrières,https://wikidata.org/entity/Q3451973,street
750179282,18,https://wikidata.org/entity/Q200126,rue des Poissonniers,https://wikidata.org/entity/Q3451974,street
750028581,6,https://wikidata.org/entity/Q245546,rue des Poitevins,https://wikidata.org/entity/Q3451975,street
750083594,18,https://wikidata.org/entity/Q200126,rue des Portes-Blanches,https://wikidata.org/entity/Q3451977,street
750098029,20,https://wikidata.org/entity/Q210720,rue des Prairies,https://wikidata.org/entity/Q3451981,street
750001807,1,https://wikidata.org/entity/Q161741,rue des Prêcheurs,https://wikidata.org/entity/Q3451991,street
750001820,1,https://wikidata.org/entity/Q161741,Rue des Prêtres-Saint-Germain-l'Auxerrois,https://wikidata.org/entity/Q3451992,street
750025059,5,https://wikidata.org/entity/Q238723,rue des Prêtres-Saint-Séverin,https://wikidata.org/entity/Q3451994,street
750100643,14,https://wikidata.org/entity/Q187153,rue Desprez,https://wikidata.org/entity/Q3447674,street
750001827,1,https://wikidata.org/entity/Q161741,rue des Prouvaires,https://wikidata.org/entity/Q3451985,street
750147077,20,https://wikidata.org/entity/Q210720,rue des Pruniers,https://wikidata.org/entity/Q3451987,street
750001858,1,https://wikidata.org/entity/Q161741,rue des Pyramides,https://wikidata.org/entity/Q3451996,street
750094216,20,https://wikidata.org/entity/Q210720,rue des Pyrénées,https://wikidata.org/entity/Q3451997,street
750008042,3,https://wikidata.org/entity/Q223140,rue des Quatre-Fils,https://wikidata.org/entity/Q3452003,street
750162231,15,https://wikidata.org/entity/Q191066,rue des Quatre-Frères-Peignot,https://wikidata.org/entity/Q3452006,street
750028614,6,https://wikidata.org/entity/Q245546,rue des Quatre-Vents,https://wikidata.org/entity/Q3452009,street
750094585,20,https://wikidata.org/entity/Q210720,rue des Rasselins,https://wikidata.org/entity/Q3452008,street
750179726,20,https://wikidata.org/entity/Q210720,Rue de Srebrenica,https://wikidata.org/entity/Q42915494,street
750048993,10,https://wikidata.org/entity/Q163948,rue des Récollets,https://wikidata.org/entity/Q3452026,street
750073381,13,https://wikidata.org/entity/Q175129,rue des Reculettes,https://wikidata.org/entity/Q3452010,street
750094635,20,https://wikidata.org/entity/Q210720,rue des Réglises,https://wikidata.org/entity/Q3452027,street
750133594,17,https://wikidata.org/entity/Q197297,rue des Renaudes,https://wikidata.org/entity/Q3452013,street
750094991,20,https://wikidata.org/entity/Q210720,rue des Rigoles,https://wikidata.org/entity/Q3452014,street
750156251,20,https://wikidata.org/entity/Q210720,rue des Rondeaux,https://wikidata.org/entity/Q3452015,street
750095109,20,https://wikidata.org/entity/Q210720,rue des Rondonneaux,https://wikidata.org/entity/Q3452016,street
750084243,18,https://wikidata.org/entity/Q200126,Rue des Roses,https://wikidata.org/entity/Q3452017,street
750167415,4,https://wikidata.org/entity/Q230127,rue des Rosiers,https://wikidata.org/entity/Q3176233,street
750128717,16,https://wikidata.org/entity/Q194420,rue des Sablons,https://wikidata.org/entity/Q3452032,street
750029301,6,https://wikidata.org/entity/Q245546,rue des Saints-Pères,https://wikidata.org/entity/Q3452035,street
750084684,18,https://wikidata.org/entity/Q200126,Rue des Saules,https://wikidata.org/entity/Q3452037,street
750039244,8,https://wikidata.org/entity/Q270230,rue des Saussaies,https://wikidata.org/entity/Q3452040,street
750020566,19,https://wikidata.org/entity/Q204622,rue des Sept-Arpents,https://wikidata.org/entity/Q3452042,street
750020931,19,https://wikidata.org/entity/Q204622,rue des Solitaires,https://wikidata.org/entity/Q3452043,street
750105901,14,https://wikidata.org/entity/Q187153,rue des Suisses,https://wikidata.org/entity/Q3452044,street
750056815,11,https://wikidata.org/entity/Q169293,rue des Taillandiers,https://wikidata.org/entity/Q3452047,street
750074029,13,https://wikidata.org/entity/Q175129,rue des Tanneries,https://wikidata.org/entity/Q3452049,street
750139340,17,https://wikidata.org/entity/Q197297,rue des Tapisseries,https://wikidata.org/entity/Q3452052,street
750084871,18,https://wikidata.org/entity/Q200126,rue de Steinkerque,https://wikidata.org/entity/Q3451060,street
750158414,18,https://wikidata.org/entity/Q200126,rue des Tennis,https://wikidata.org/entity/Q3452053,street
750139494,17,https://wikidata.org/entity/Q197297,rue des Ternes,https://wikidata.org/entity/Q3452056,street
750074048,13,https://wikidata.org/entity/Q175129,rue des Terres-au-Curé,https://wikidata.org/entity/Q3452059,street
750105993,14,https://wikidata.org/entity/Q187153,rue des Thermopyles,https://wikidata.org/entity/Q3452057,street
750039272,8,https://wikidata.org/entity/Q270230,rue de Stockholm,https://wikidata.org/entity/Q3451061,street
750095978,20,https://wikidata.org/entity/Q210720,rue des Tourelles,https://wikidata.org/entity/Q50144646,street
750008857,3,https://wikidata.org/entity/Q223140,rue des Tournelles,https://wikidata.org/entity/Q3452064,street
750057015,11,https://wikidata.org/entity/Q169293,rue des Trois-Bornes,https://wikidata.org/entity/Q3452063,street
750057053,11,https://wikidata.org/entity/Q169293,rue des Trois-Couronnes,https://wikidata.org/entity/Q3452065,street
750169116,18,https://wikidata.org/entity/Q200126,rue des Trois-Frères,https://wikidata.org/entity/Q3452066,street
750025925,5,https://wikidata.org/entity/Q238723,rue des Trois-Portes,https://wikidata.org/entity/Q3452070,street
750084981,18,https://wikidata.org/entity/Q200126,rue de Suez,https://wikidata.org/entity/Q3451063,street
750012110,4,https://wikidata.org/entity/Q230127,rue de Sully,https://wikidata.org/entity/Q3451064,street
750039301,8,https://wikidata.org/entity/Q270230,rue de Surène,https://wikidata.org/entity/Q3451067,street
750012281,4,https://wikidata.org/entity/Q230127,rue des Ursins,https://wikidata.org/entity/Q3452074,street
750025971,5,https://wikidata.org/entity/Q238723,Rue des Ursulines,https://wikidata.org/entity/Q3452076,street
750009156,3,https://wikidata.org/entity/Q223140,rue des Vertus,https://wikidata.org/entity/Q3452081,street
750130288,16,https://wikidata.org/entity/Q194420,rue des Vignes,https://wikidata.org/entity/Q3452085,street
750096185,20,https://wikidata.org/entity/Q210720,rue des Vignoles,https://wikidata.org/entity/Q3452086,street
750153479,10,https://wikidata.org/entity/Q163948,rue des Vinaigriers,https://wikidata.org/entity/Q1442635,street
750118661,15,https://wikidata.org/entity/Q191066,rue des Volontaires,https://wikidata.org/entity/Q3452087,street
750074875,13,https://wikidata.org/entity/Q175129,rue des Volubilis,https://wikidata.org/entity/Q3452089,street
750074906,13,https://wikidata.org/entity/Q175129,rue des Wallons,https://wikidata.org/entity/Q3452092,street
750172086,12,https://wikidata.org/entity/Q171689,rue de Taïti,https://wikidata.org/entity/Q3451078,street
750033751,7,https://wikidata.org/entity/Q259463,rue de Talleyrand,https://wikidata.org/entity/Q3451073,street
750167421,19,https://wikidata.org/entity/Q204622,rue de Tanger,https://wikidata.org/entity/Q3451076,street
750039327,8,https://wikidata.org/entity/Q270230,rue de Téhéran,https://wikidata.org/entity/Q3451111,street
750095881,20,https://wikidata.org/entity/Q210720,rue de Terre-Neuve,https://wikidata.org/entity/Q3451081,street
750139542,17,https://wikidata.org/entity/Q197297,rue de Thann,https://wikidata.org/entity/Q3451082,street
750147953,19,https://wikidata.org/entity/Q204622,rue de Thionville,https://wikidata.org/entity/Q3451083,street
750008830,3,https://wikidata.org/entity/Q223140,rue de Thorigny,https://wikidata.org/entity/Q3451084,street
750152679,12,https://wikidata.org/entity/Q171689,Rue de Thorins,https://wikidata.org/entity/Q3451086,street
750139615,17,https://wikidata.org/entity/Q197297,rue de Tilsitt,https://wikidata.org/entity/Q681926,street
750095923,20,https://wikidata.org/entity/Q210720,rue de Tlemcen,https://wikidata.org/entity/Q3451088,street
750139644,17,https://wikidata.org/entity/Q197297,rue de Tocqueville,https://wikidata.org/entity/Q2370342,street
750074106,13,https://wikidata.org/entity/Q175129,rue de Tolbiac,https://wikidata.org/entity/Q3451089,street
750085124,18,https://wikidata.org/entity/Q200126,rue de Tombouctou,https://wikidata.org/entity/Q3451090,street
750085149,18,https://wikidata.org/entity/Q200126,rue de Torcy,https://wikidata.org/entity/Q3451092,street
750064556,12,https://wikidata.org/entity/Q171689,rue de Toul,https://wikidata.org/entity/Q3451093,street
750145495,19,https://wikidata.org/entity/Q204622,rue de Toulouse,https://wikidata.org/entity/Q3451094,street
750029700,6,https://wikidata.org/entity/Q245546,rue de Tournon,https://wikidata.org/entity/Q3451097,street
750157481,20,https://wikidata.org/entity/Q210720,rue de Tourtille,https://wikidata.org/entity/Q3451099,street
750006163,2,https://wikidata.org/entity/Q209549,rue de Tracy,https://wikidata.org/entity/Q3451100,street
750129728,16,https://wikidata.org/entity/Q194420,rue de Traktir,https://wikidata.org/entity/Q3451101,street
750085235,18,https://wikidata.org/entity/Q200126,rue de Trétaigne,https://wikidata.org/entity/Q3451102,street
750044309,9,https://wikidata.org/entity/Q275118,rue de Trévise,https://wikidata.org/entity/Q3451103,street
750057163,11,https://wikidata.org/entity/Q169293,rue de Tunis,https://wikidata.org/entity/Q3451105,street
750008933,3,https://wikidata.org/entity/Q223140,rue de Turbigo,https://wikidata.org/entity/Q3451106,street
750009047,3,https://wikidata.org/entity/Q223140,rue de Turenne,https://wikidata.org/entity/Q3451107,street
750039425,8,https://wikidata.org/entity/Q270230,rue de Turin,https://wikidata.org/entity/Q3451108,street
750026015,5,https://wikidata.org/entity/Q238723,rue de Valence,https://wikidata.org/entity/Q3451112,street
750049583,10,https://wikidata.org/entity/Q163948,rue de Valenciennes,https://wikidata.org/entity/Q3451113,street
750151842,1,https://wikidata.org/entity/Q161741,rue de Valois,https://wikidata.org/entity/Q3451114,street
750034249,7,https://wikidata.org/entity/Q259463,rue de Varenne,https://wikidata.org/entity/Q3451116,street
750129791,16,https://wikidata.org/entity/Q194420,rue de Varize,https://wikidata.org/entity/Q3451118,street
750159137,11,https://wikidata.org/entity/Q169293,rue de Vaucouleurs,https://wikidata.org/entity/Q3451119,street
750173172,15,https://wikidata.org/entity/Q191066,rue de Vaugirard,https://wikidata.org/entity/Q2707132,street
750012289,4,https://wikidata.org/entity/Q230127,rue de Venise,https://wikidata.org/entity/Q3451121,street
750002977,1,https://wikidata.org/entity/Q161741,rue de Ventadour,https://wikidata.org/entity/Q3451124,street
750088285,20,https://wikidata.org/entity/Q210720,rue Devéria,https://wikidata.org/entity/Q3447676,street
750034338,7,https://wikidata.org/entity/Q259463,rue de Verneuil,https://wikidata.org/entity/Q3451125,street
750039518,8,https://wikidata.org/entity/Q270230,rue de Vézelay,https://wikidata.org/entity/Q3451143,street
750003008,1,https://wikidata.org/entity/Q161741,rue de Viarmes,https://wikidata.org/entity/Q3451129,street
750118365,15,https://wikidata.org/entity/Q191066,rue de Vichy,https://wikidata.org/entity/Q3451130,street
